"PrecinctID","MID","DID","PID","X1","X2","X3","X4","X5","X6","X7","X8","X10","X12","X14","X15","X16","X17","X18","X19","X22","X23","X25","X26","X27","X28","X41","X42","X43","X44","Protocol","Precid"
"19.09.70",19,9,"70","24","","","","137","","12","","39","","","","","1","","71","","2","","20","40","2","326","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909070"
"19.09.71",19,9,"71","116","","","","154","","11","","23","","","","","2","","33","","8","","4","55","2","316","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909071"
"19.09.72",19,9,"72","81","","","","113","","17","","26","","","","","3","","68","","8","","7","78","1","291","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909072"
"19.09.73",19,9,"73","21","","","","124","","16","","19","","","","","1","","72","","6","","4","47","1","276","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909073"
"19.09.74",19,9,"74","36","","","","174","","12","","23","","","","","3","","37","","9","","3","42","2","331","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909074"
"19.09.75",19,9,"75","49","","","","179","","9","","27","","","","","0","","45","","4","","8","46","2","265","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909075"
"19.09.76",19,9,"76","27","","","","228","","8","","38","","","","","2","","31","","1","","7","35","8","250","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909076"
"19.09.77",19,9,"77","16","","","","427","","4","","9","","","","","1","","8","","3","","14","23","2","204","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909077"
"19.09.78",19,9,"78","18","","","","233","","7","","26","","","","","1","","33","","0","","7","22","1","237","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909078"
"19.09.79",19,9,"79","70","","","","219","","11","","45","","","","","1","","28","","3","","8","58","5","268","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909079"
"19.09.80",19,9,"80","50","","","","106","","11","","23","","","","","3","","25","","2","","8","34","0","241","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909080"
"19.09.81",19,9,"81","25","","","","193","","10","","22","","","","","2","","73","","2","","6","38","1","274","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909081"
"19.09.82",19,9,"82","45","","","","192","","8","","34","","","","","1","","63","","4","","14","57","0","279","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909082"
"19.09.83",19,9,"83","41","","","","191","","10","","33","","","","","2","","17","","1","","7","37","1","295","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909083"
"19.09.84",19,9,"84","41","","","","141","","14","","23","","","","","3","","32","","0","","13","55","6","286","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909084"
"19.09.85",19,9,"85","33","","","","141","","10","","30","","","","","3","","25","","1","","4","34","0","258","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909085"
"19.09.86",19,9,"86","21","","","","152","","11","","29","","","","","2","","35","","0","","10","44","4","301","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909086"
"19.09.87",19,9,"87","17","","","","148","","7","","16","","","","","6","","29","","2","","8","36","4","291","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909087"
"19.09.88",19,9,"88","40","","","","114","","8","","29","","","","","4","","30","","2","","3","23","3","270","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909088"
"19.09.89",19,9,"89","19","","","","168","","8","","54","","","","","1","","39","","1","","4","54","2","273","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909089"
"19.09.90",19,9,"90","21","","","","142","","14","","33","","","","","2","","53","","1","","6","25","1","334","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909090"
"19.09.91",19,9,"91","22","","","","152","","10","","25","","","","","2","","32","","1","","7","40","1","263","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909091"
"19.09.92",19,9,"92","41","","","","132","","8","","29","","","","","2","","27","","1","","9","58","1","284","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","1909092"
"20.10.04",20,10,"4","16","0","6","","115","","0","98","14","2","","","","0","","32","","3","1","3","19","","175","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010004"
"20.10.05",20,10,"5","21","0","10","","134","","7","182","22","1","","","","2","","101","","2","1","17","27","","235","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010005"
"20.10.06",20,10,"6","13","0","13","","123","","15","63","24","1","","","","1","","37","","5","2","32","30","","254","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010006"
"20.10.07",20,10,"7","10","0","9","","187","","14","58","30","0","","","","0","","58","","3","3","13","33","","203","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010007"
"20.10.08",20,10,"8","19","1","21","","223","","14","36","40","0","","","","0","","23","","6","1","25","25","","203","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010008"
"20.10.09",20,10,"9","7","1","6","","222","","65","38","15","0","","","","2","","31","","17","0","11","14","","198","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010009"
"20.10.10",20,10,"10","10","1","4","","124","","20","44","17","1","","","","0","","35","","36","2","4","30","","168","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010010"
"20.10.11",20,10,"11","10","0","17","","164","","11","50","20","2","","","","0","","50","","2","4","27","31","","268","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010011"
"20.10.12",20,10,"12","15","0","10","","109","","0","35","11","0","","","","1","","62","","0","12","37","29","","243","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010012"
"20.10.13",20,10,"13","17","0","15","","137","","3","44","27","0","","","","0","","36","","1","10","12","36","","296","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010013"
"20.10.14",20,10,"14","19","0","16","","127","","0","39","31","2","","","","0","","77","","0","9","19","31","","313","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010014"
"20.10.15",20,10,"15","15","1","6","","82","","1","6","14","0","","","","0","","16","","0","4","15","9","","209","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010015"
"20.10.16",20,10,"16","7","1","9","","114","","2","30","17","0","","","","0","","36","","2","0","8","30","","175","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010016"
"20.10.17",20,10,"17","16","1","15","","167","","3","29","16","3","","","","1","","22","","0","0","4","25","","182","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010017"
"20.10.18",20,10,"18","9","3","16","","126","","3","38","24","1","","","","0","","23","","0","1","5","23","","191","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010018"
"20.10.19",20,10,"19","4","0","8","","126","","3","47","16","1","","","","2","","100","","1","0","5","28","","267","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010019"
"20.10.20",20,10,"20","20","0","15","","110","","2","67","21","1","","","","2","","37","","1","0","14","11","","244","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010020"
"20.10.21",20,10,"21","13","0","33","","180","","1","39","35","0","","","","1","","37","","4","1","5","37","","232","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010021"
"20.10.22",20,10,"22","14","0","25","","133","","3","44","29","0","","","","0","","22","","2","1","1","37","","234","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010022"
"20.10.23",20,10,"23","14","1","12","","146","","12","35","41","2","","","","0","","101","","1","0","5","22","","197","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010023"
"20.10.24",20,10,"24","9","4","14","","127","","0","26","18","1","","","","2","","45","","0","1","0","29","","282","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010024"
"20.10.25",20,10,"25","21","1","31","","152","","1","34","24","1","","","","0","","26","","1","0","4","36","","216","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010025"
"20.10.26",20,10,"26","25","1","28","","96","","0","25","19","1","","","","0","","39","","0","1","6","23","","147","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010026"
"20.10.27",20,10,"27","15","4","32","","95","","4","12","16","2","","","","1","","91","","0","0","1","24","","144","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010027"
"20.10.28",20,10,"28","27","4","24","","181","","4","16","24","3","","","","0","","41","","0","2","5","43","","264","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010028"
"20.10.29",20,10,"29","22","0","29","","118","","1","33","20","0","","","","0","","24","","0","1","1","39","","261","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010029"
"20.10.30",20,10,"30","19","1","20","","154","","1","28","37","0","","","","0","","27","","0","1","5","38","","265","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010030"
"20.10.31",20,10,"31","68","0","31","","138","","1","28","15","1","","","","1","","33","","0","2","5","55","","284","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010031"
"20.10.32",20,10,"32","12","3","22","","137","","0","46","22","1","","","","0","","16","","1","2","10","37","","225","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010032"
"20.10.33",20,10,"33","7","1","25","","138","","1","19","15","2","","","","0","","9","","0","0","12","31","","236","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010033"
"20.10.34",20,10,"34","15","4","17","","124","","3","18","15","3","","","","2","","61","","6","0","0","23","","250","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010034"
"20.10.41",20,10,"41","24","1","11","","154","","1","22","13","1","","","","0","","50","","0","0","3","43","","193","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010041"
"20.10.107",20,10,"107","7","0","2","","68","","3","23","12","1","","","","0","","61","","0","1","1","8","","67","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010107"
"20.10.108",20,10,"108","12","1","5","","91","","9","40","16","0","","","","1","","21","","5","2","19","13","","181","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010108"
"20.10.109",20,10,"109","17","1","4","","130","","1","25","15","0","","","","1","","139","","0","2","2","34","","243","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010109"
"20.10.110",20,10,"110","9","0","11","","75","","4","79","18","0","","","","0","","35","","1","0","14","17","","177","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2010110"
"21.10.35",21,10,"35","","","","","153","","1","32","20","2","","1","","3","","","","","","6","40","","238","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110035"
"21.10.36",21,10,"36","","","","","164","","0","42","16","2","","0","","0","","","","","","10","35","","249","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110036"
"21.10.37",21,10,"37","","","","","170","","2","34","22","1","","3","","0","","","","","","6","49","","299","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110037"
"21.10.38",21,10,"38","","","","","144","","1","31","19","2","","0","","1","","","","","","7","59","","267","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110038"
"21.10.39",21,10,"39","","","","","147","","9","69","43","3","","2","","3","","","","","","6","43","","350","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110039"
"21.10.40",21,10,"40","","","","","195","","5","18","29","2","","1","","1","","","","","","3","30","","236","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110040"
"21.10.42",21,10,"42","","","","","146","","1","40","28","2","","4","","2","","","","","","5","31","","262","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110042"
"21.10.43",21,10,"43","","","","","150","","0","40","27","2","","1","","1","","","","","","7","21","","262","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110043"
"21.10.44",21,10,"44","","","","","185","","1","27","13","1","","2","","0","","","","","","5","29","","233","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110044"
"21.10.45",21,10,"45","","","","","214","","5","39","34","6","","1","","2","","","","","","12","36","","291","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110045"
"21.10.46",21,10,"46","","","","","159","","3","29","26","2","","2","","1","","","","","","5","44","","242","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110046"
"21.10.47",21,10,"47","","","","","187","","2","35","24","0","","1","","1","","","","","","6","27","","258","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110047"
"21.10.48",21,10,"48","","","","","153","","8","51","30","1","","0","","0","","","","","","22","38","","239","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110048"
"21.10.49",21,10,"49","","","","","203","","4","33","30","4","","3","","0","","","","","","13","42","","257","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110049"
"21.10.50",21,10,"50","","","","","225","","0","46","38","8","","2","","2","","","","","","11","31","","298","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110050"
"21.10.51",21,10,"51","","","","","171","","3","31","13","3","","3","","1","","","","","","4","35","","262","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110051"
"21.10.52",21,10,"52","","","","","131","","0","36","20","2","","1","","2","","","","","","4","19","","266","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110052"
"21.10.53",21,10,"53","","","","","173","","1","34","43","5","","2","","2","","","","","","10","28","","378","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110053"
"21.10.54(+ #21.10.112 <U+10DB><U+10D8><U+10DB><U+10D0><U+10D2><U+10E0>. <U+10E3><U+10D1><U+10D0><U+10DC><U+10D8>)",21,10,"","","","","","229","","1","63","32","1","","5","","1","","","","","","6","61","","361","","","","<U+10DD><U+10E5><U+10DB><U+10D8>",""
"21.10.55",21,10,"55","","","","","171","","1","28","36","13","","2","","3","","","","","","10","31","","243","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110055"
"21.10.56",21,10,"56","","","","","172","","0","37","23","3","","1","","2","","","","","","6","24","","229","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110056"
"21.10.57",21,10,"57","","","","","170","","4","32","30","4","","1","","0","","","","","","8","40","","233","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110057"
"21.10.58(+ #21.10.111 <U+10DB><U+10D8><U+10DB><U+10D0><U+10D2><U+10E0>. <U+10E3><U+10D1><U+10D0><U+10DC><U+10D8>)",21,10,"","","","","","188","","5","33","29","2","","5","","1","","","","","","13","27","","473","","","","<U+10DD><U+10E5><U+10DB><U+10D8>",""
"21.10.59",21,10,"59","","","","","183","","3","46","18","2","","2","","1","","","","","","2","47","","252","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110059"
"21.10.60",21,10,"60","","","","","185","","4","26","32","2","","2","","0","","","","","","4","20","","241","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110060"
"21.10.61",21,10,"61","","","","","170","","4","45","25","3","","3","","1","","","","","","3","36","","260","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110061"
"21.10.62",21,10,"62","","","","","150","","0","55","34","1","","0","","2","","","","","","6","26","","306","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110062"
"21.10.63",21,10,"63","","","","","218","","3","37","44","2","","3","","2","","","","","","7","57","","368","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110063"
"21.10.64",21,10,"64","","","","","183","","3","41","34","1","","3","","2","","","","","","5","51","","311","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110064"
"21.10.65",21,10,"65","","","","","214","","1","50","37","1","","1","","5","","","","","","7","32","","305","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110065"
"21.10.66",21,10,"66","","","","","204","","4","40","35","3","","2","","2","","","","","","6","49","","320","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110066"
"21.10.67",21,10,"67","","","","","199","","7","55","26","1","","1","","4","","","","","","7","35","","419","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110067"
"21.10.68",21,10,"68","","","","","186","","1","48","28","3","","1","","2","","","","","","0","35","","317","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110068"
"21.10.69",21,10,"69","","","","","166","","1","23","22","1","","1","","2","","","","","","2","33","","277","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2110069"
"22.10.70",22,10,"70","","1","13","3","157","","3","41","18","1","0","","","1","","","","0","","13","31","","263","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210070"
"22.10.72",22,10,"72","","3","22","5","164","","2","61","27","0","5","","","1","","","","1","","6","55","","258","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210072"
"22.10.73",22,10,"73","","5","25","17","155","","3","66","23","1","2","","","3","","","","0","","6","54","","233","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210073"
"22.10.74",22,10,"74","","2","14","1","155","","2","61","29","0","2","","","0","","","","0","","7","29","","256","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210074"
"22.10.75",22,10,"75","","0","5","8","71","","0","48","14","1","2","","","0","","","","1","","3","24","","189","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210075"
"22.10.76",22,10,"76","","2","26","11","159","","1","57","20","2","2","","","2","","","","1","","6","30","","273","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210076"
"22.10.77",22,10,"77","","2","11","7","146","","0","38","12","0","4","","","0","","","","2","","3","36","","207","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210077"
"22.10.78",22,10,"78","","4","15","6","154","","0","36","13","0","4","","","0","","","","0","","18","40","","198","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210078"
"22.10.79",22,10,"79","","4","13","7","146","","1","42","30","0","9","","","0","","","","2","","1","47","","243","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210079"
"22.10.80",22,10,"80","","2","15","4","159","","0","72","22","1","3","","","0","","","","0","","4","40","","201","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210080"
"22.10.81",22,10,"81","","1","27","8","155","","0","57","26","2","6","","","0","","","","2","","4","29","","263","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210081"
"22.10.82",22,10,"82","","2","16","0","130","","2","48","15","0","3","","","1","","","","2","","2","35","","217","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210082"
"22.10.83",22,10,"83","","0","15","2","112","","0","34","17","0","4","","","2","","","","0","","0","20","","207","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210083"
"22.10.84",22,10,"84","","2","30","11","193","","5","38","19","3","3","","","2","","","","2","","6","33","","241","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210084"
"22.10.85",22,10,"85","","3","19","2","138","","2","49","21","0","0","","","0","","","","1","","4","58","","230","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210085"
"22.10.86",22,10,"86","","2","46","10","175","","1","51","19","2","2","","","2","","","","1","","13","42","","288","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210086"
"22.10.87",22,10,"87","","1","36","21","134","","2","64","31","2","1","","","0","","","","1","","9","40","","311","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210087"
"22.10.88",22,10,"88","","0","112","4","146","","1","80","18","0","2","","","1","","","","0","","40","43","","269","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210088"
"22.10.89",22,10,"89","","1","20","10","164","","15","44","25","1","1","","","1","","","","1","","10","45","","229","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210089"
"22.10.90",22,10,"90","","4","21","13","97","","0","30","18","3","0","","","0","","","","3","","7","53","","232","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210090"
"22.10.91",22,10,"91","","1","47","13","149","","2","48","29","2","3","","","6","","","","0","","19","68","","266","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210091"
"22.10.92",22,10,"92","","0","101","12","125","","4","52","13","2","1","","","7","","","","0","","11","27","","191","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210092"
"22.10.93",22,10,"93","","2","29","19","150","","5","42","14","1","2","","","0","","","","0","","6","33","","274","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210093"
"22.10.94",22,10,"94","","2","8","8","154","","4","50","25","0","1","","","0","","","","2","","7","43","","293","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210094"
"22.10.95",22,10,"95","","2","23","13","129","","4","79","25","0","0","","","0","","","","1","","8","30","","310","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210095"
"22.10.96",22,10,"96","","1","27","12","149","","12","55","14","2","3","","","0","","","","0","","10","44","","264","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210096"
"22.10.97",22,10,"97","","2","17","15","195","","4","41","27","3","4","","","0","","","","0","","7","36","","241","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210097"
"22.10.98",22,10,"98","","3","21","44","163","","11","73","31","0","1","","","3","","","","1","","12","36","","280","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210098"
"22.10.99",22,10,"99","","3","26","38","158","","14","66","30","4","1","","","0","","","","3","","10","37","","307","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210099"
"22.10.100",22,10,"100","","4","20","9","180","","3","65","26","0","1","","","1","","","","2","","6","43","","331","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210100"
"22.10.101",22,10,"101","","1","15","19","143","","2","57","18","1","2","","","0","","","","0","","3","37","","316","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210101"
"22.10.102",22,10,"102","","1","13","18","145","","1","57","16","0","6","","","5","","","","0","","9","36","","351","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210102"
"22.10.103",22,10,"103","","6","34","6","138","","1","73","34","3","1","","","1","","","","0","","0","31","","309","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210103"
"22.10.104",22,10,"104","","1","22","10","166","","0","55","21","0","5","","","0","","","","0","","6","49","","282","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210104"
"22.10.105",22,10,"105","","2","26","19","180","","3","69","20","1","2","","","0","","","","0","","2","34","","338","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210105"
"22.10.106",22,10,"106","","2","13","7","139","","0","104","25","6","0","","","1","","","","0","","11","32","","225","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2210106"
"23.11.01",23,11,"1","22","","4","","89","","","95","","1","","","","","","","","","","","","","141","3","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311001"
"23.11.02",23,11,"2","24","","13","","140","","","145","","4","","","","","","","","","","","","","333","1","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311002"
"23.11.03",23,11,"3","30","","7","","138","","","110","","1","","","","","","","","","","","","","295","3","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311003"
"23.11.04",23,11,"4","33","","5","","77","","","158","","1","","","","","","","","","","","","","177","3","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311004"
"23.11.05",23,11,"5","7","","2","","70","","","83","","0","","","","","","","","","","","","","182","0","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311005"
"23.11.06",23,11,"6","36","","14","","181","","","214","","4","","","","","","","","","","","","","223","2","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311006"
"23.11.07",23,11,"7","12","","3","","138","","","76","","1","","","","","","","","","","","","","175","2","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311007"
"23.11.08",23,11,"8","54","","5","","145","","","127","","1","","","","","","","","","","","","","224","3","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311008"
"23.11.09",23,11,"9","26","","6","","131","","","110","","0","","","","","","","","","","","","","207","1","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311009"
"23.11.10",23,11,"10","16","","8","","184","","","93","","2","","","","","","","","","","","","","185","1","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311010"
"23.11.11",23,11,"11","8","","7","","96","","","132","","2","","","","","","","","","","","","","146","2","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311011"
"23.11.12",23,11,"12","5","","2","","44","","","62","","0","","","","","","","","","","","","","63","0","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311012"
"23.11.13",23,11,"13","3","","8","","65","","","57","","3","","","","","","","","","","","","","123","0","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311013"
"23.11.14",23,11,"14","23","","9","","146","","","156","","9","","","","","","","","","","","","","281","5","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311014"
"23.11.15",23,11,"15","10","","3","","72","","","112","","2","","","","","","","","","","","","","331","3","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311015"
"23.11.16",23,11,"16","7","","6","","62","","","136","","3","","","","","","","","","","","","","585","2","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311016"
"23.11.17",23,11,"17","5","","7","","87","","","74","","1","","","","","","","","","","","","","122","1","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311017"
"23.11.18",23,11,"18","15","","3","","99","","","107","","1","","","","","","","","","","","","","177","3","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311018"
"23.11.19",23,11,"19","33","","5","","129","","","110","","0","","","","","","","","","","","","","203","1","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311019"
"23.11.20",23,11,"20","21","","13","","187","","","134","","2","","","","","","","","","","","","","376","11","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311020"
"23.11.21",23,11,"21","18","","1","","168","","","86","","0","","","","","","","","","","","","","249","1","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311021"
"23.11.22",23,11,"22","4","","4","","9","","","14","","0","","","","","","","","","","","","","20","0","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311022"
"23.11.23",23,11,"23","7","","4","","6","","","20","","0","","","","","","","","","","","","","37","0","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311023"
"23.11.24",23,11,"24","8","","3","","133","","","134","","1","","","","","","","","","","","","","166","1","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311024"
"23.11.25",23,11,"25","6","","2","","119","","","69","","1","","","","","","","","","","","","","119","5","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311025"
"23.11.26",23,11,"26","12","","6","","113","","","136","","2","","","","","","","","","","","","","233","4","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311026"
"23.11.27",23,11,"27","19","","5","","74","","","61","","0","","","","","","","","","","","","","77","2","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311027"
"23.11.28",23,11,"28","15","","4","","85","","","99","","0","","","","","","","","","","","","","293","5","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311028"
"23.11.29",23,11,"29","8","","3","","128","","","78","","2","","","","","","","","","","","","","248","8","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311029"
"23.11.30",23,11,"30","16","","9","","114","","","158","","3","","","","","","","","","","","","","380","4","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311030"
"23.11.31",23,11,"31","16","","7","","87","","","141","","5","","","","","","","","","","","","","387","6","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311031"
"23.11.32",23,11,"32","3","","2","","32","","","47","","1","","","","","","","","","","","","","161","1","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311032"
"23.11.33",23,11,"33","25","","6","","107","","","102","","0","","","","","","","","","","","","","297","1","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311033"
"23.11.34",23,11,"34","17","","5","","146","","","200","","1","","","","","","","","","","","","","275","3","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311034"
"23.11.35",23,11,"35","2","","6","","41","","","82","","0","","","","","","","","","","","","","222","4","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311035"
"23.11.36",23,11,"36","7","","2","","59","","","59","","1","","","","","","","","","","","","","154","1","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311036"
"23.11.37",23,11,"37","8","","2","","15","","","92","","1","","","","","","","","","","","","","202","2","","","<U+10DD><U+10E5><U+10DB><U+10D8>","2311037"
